month,year,airline_id,unique_carrier,carrier_name,tdomt_gallons,total_gallons,tdomt_cost,total_cost
8,2019,20151,M6,Amerijet International,1170963,2329836,2520070,5014120
8,2019,20398,MQ,Envoy Air,0,0,0,0
8,2019,20405,N8,National Air Cargo Group Inc d/ba National Airlines,26529,111071,95400,1536643
8,2019,20108,NC,Northern Air Cargo Inc.,465418,465418,913881,913881
8,2019,20416,NK,Spirit Air Lines,39098822,42824559,81114551,88843977
8,2019,20397,OH,PSA Airlines Inc.,0,0,0,0
8,2019,20304,OO,SkyWest Airlines Inc.,8790766,8790766,21267349,21267349
8,2019,20177,PFQ,Asia Pacific,0,386916,0,860924
8,2019,20100,PO,Polar Air Cargo Airways,2215213,12251784,4305348,24234566
8,2019,19687,QX,Horizon Air,0,0,0,0
8,2019,20422,SY,Sun Country Airlines d/b/a MN Airlines,6572865,7081536,13305447,14431430
8,2019,20447,U7,USA Jet Airlines Inc.,462203,500372,924554,1031110
8,2019,19977,UA,United Air Lines Inc.,163531864,324688428,310650235,626433174
8,2019,20195,WI,Sky Lease Cargo,0,908243,0,1956967
8,2019,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",50866,107448,192018,405614
8,2019,20377,X9,Omni Air International LLC,446849,3363696,985794,8349912
8,2019,20207,XP,XTRA Airways,0,0,0,0
8,2019,20378,YV,Mesa Airlines Inc.,0,0,0,0
8,2019,20452,YX,Republic Airline,22245,22245,46383,46383
8,2019,19393,WN,Southwest Airlines Co.,175268660,176971032,342904670,346816200
9,2019,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",415270,1008138,1430024,2596549
9,2019,21352,0WQ,Avjet Corporation,0,0,0,0
9,2019,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",76144,247449,241376,784413
9,2019,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
9,2019,21712,2HQ,Elite Airways LLC,148395,148395,508180,508180
9,2019,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",0,0,0,0
9,2019,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,361624,361624,932749,932749
9,2019,19917,5X,United Parcel Service,40870000,72747000,78729000,139936000
9,2019,20007,5Y,Atlas Air Inc.,16151077,48653184,35106509,105124378
9,2019,19874,8C,Air Transport International,26608,819601,88364,2146621
9,2019,20363,9E,Endeavor Air Inc.,0,0,0,0
9,2019,20190,9S,Southern Air Inc.,1483224,7855357,3168937,16575741
9,2019,19805,AA,American Airlines Inc.,182204854,303854847,346653565,582240436
9,2019,20453,ABX,ABX Air Inc,135237,135237,0,0
9,2019,19930,AS,Alaska Airlines Inc.,58438446,58850785,124973656,125986059
9,2019,20409,B6,JetBlue Airways,55217487,69038422,112135306,140202692
9,2019,21167,CP,Compass Airlines,0,0,0,0
9,2019,19790,DL,Delta Air Lines Inc.,176327569,303891710,349929240,602353484
9,2019,20366,EV,ExpressJet Airlines LLC,0,0,0,0
9,2019,20436,F9,Frontier Airlines Inc.,23951656,24188904,44956844,45457018
9,2019,20107,FX,Federal Express Corporation,51632985,92489207,98738055,178737055
9,2019,20368,G4,Allegiant Air,10437749,10533970,22545157,22762069
9,2019,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
9,2019,20166,GFQ,Gulf And Caribbean Cargo,255268,372345,617906,928918
9,2019,20402,GL,Miami Air International,311216,504243,841790,1363897
9,2019,19690,HA,Hawaiian Airlines Inc.,15139018,22684624,28914379,43073780
9,2019,20370,KAQ,Kalitta Air LLC,2675407,6432213,5306614,13584499
9,2019,21629,KD,Western Global,1358616,2560152,2943828,5261945
9,2019,21634,KH,Aloha Air Cargo,390699,390699,743115,743115
9,2019,20372,KLQ,Kalitta Charters II,141016,150717,368715,392186
9,2019,20169,L2,Lynden Air Cargo Airlines,273184,333868,614202,785576
9,2019,20151,M6,Amerijet International,971269,2074241,2105494,4496492
9,2019,20398,MQ,Envoy Air,0,0,0,0
9,2019,20405,N8,National Air Cargo Group Inc d/ba National Airlines,14485,392264,80523,2082226
9,2019,20108,NC,Northern Air Cargo Inc.,368557,368557,747636,747636
9,2019,20416,NK,Spirit Air Lines,32308811,35898679,66084009,73426677
9,2019,20397,OH,PSA Airlines Inc.,0,0,0,0
9,2019,20304,OO,SkyWest Airlines Inc.,8834786,8834786,20313626,20313626
9,2019,20177,PFQ,Asia Pacific,0,351884,0,743639
9,2019,20100,PO,Polar Air Cargo Airways,2183045,11916669,4216942,22518016
9,2019,19687,QX,Horizon Air,0,0,0,0
9,2019,20422,SY,Sun Country Airlines d/b/a MN Airlines,5029452,5107989,10675385,10832421
9,2019,20447,U7,USA Jet Airlines Inc.,457621,503668,917567,1045794
9,2019,19977,UA,United Air Lines Inc.,142963521,292912423,272383646,561519578
9,2019,20195,WI,Sky Lease Cargo,0,1083142,0,2302795
9,2019,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",29403,54268,19975,36867
9,2019,20377,X9,Omni Air International LLC,369977,3943414,808310,9606241
9,2019,20207,XP,XTRA Airways,0,0,0,0
9,2019,20378,YV,Mesa Airlines Inc.,0,0,0,0
9,2019,20452,YX,Republic Airline,22895,22895,46818,46818
9,2019,19393,WN,Southwest Airlines Co.,161469375,162505172,317265738,319609214
1,2018,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",484770,1467426,1504939,4208283
1,2018,21352,0WQ,Avjet Corporation,38515,39725,141350,146071
1,2018,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
1,2018,21712,2HQ,Elite Airways LLC,,462132,1785834,1785834
1,2018,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,364447,364447,987918,987918
1,2018,19917,5X,United Parcel Service,39478000,71950000,79343000,143375000
1,2018,20007,5Y,Atlas Air Inc.,11947570,43050935,23833293,85389693
1,2018,19874,8C,Air Transport International,74865,797305,173708,1690294
1,2018,20363,9E,Endeavor Air Inc.,0,0,0,0
1,2018,20190,9S,Southern Air Inc.,676247,5339185,1420119,11212289
1,2018,19805,AA,American Airlines Inc.,174171571,283974071,338396257,560634926
1,2018,20453,ABX,ABX Air Inc,44160,44160,100111,100111
1,2018,19930,AS,Alaska Airlines Inc.,56468118,58008156,121153924,124660897
1,2018,20409,B6,JetBlue Airways,53985306,66886288,114629092,142022199
1,2018,21167,CP,Compass Airlines,0,0,0,0
1,2018,19790,DL,Delta Air Lines Inc.,157691468,264566092,326289455,546581010
1,2018,20366,EV,ExpressJet Airlines Inc.,0,0,0,0
1,2018,20436,F9,Frontier Airlines Inc.,19838849,22206391,38873888,43579944
1,2018,20107,FX,Federal Express Corporation,58608033,95932133,117140326,191667326
1,2018,20368,G4,Allegiant Air,14124731,14184029,31266501,31416534
1,2018,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
1,2018,20166,GFQ,Gulf And Caribbean Cargo,191279,457372,462989,1153932
1,2018,20402,GL,Miami Air International,363126,597256,1139536,1874266
1,2018,19690,HA,Hawaiian Airlines Inc.,15115998,22432193,29894018,44118790
1,2018,20370,KAQ,Kalitta Air LLC,698701,3817201,1434317,8269150
1,2018,21629,KD,Western Global,586944,1084109,965656,2057497
1,2018,21634,KH,Aloha Air Cargo,432202,432202,863451,863451
1,2018,20372,KLQ,Kalitta Charters II,89058,168862,238881,456596
1,2018,20169,L2,Lynden Air Cargo Airlines,168707,212671,432443,571933
1,2018,20151,M6,Amerijet International,382418,1832524,838302,4017092
1,2018,20398,MQ,Envoy Air,0,0,0,0
1,2018,20405,N8,National Air Cargo Group Inc d/ba National Airlines,48091,1113523,122419,2324425
1,2018,20108,NC,Northern Air Cargo Inc.,473048,477375,1052458,1062228
1,2018,20416,NK,Spirit Air Lines,29081619,31610455,63997667,69562682
1,2018,20397,OH,PSA Airlines Inc.,0,0,0,0
1,2018,20304,OO,SkyWest Airlines Inc.,7718601,7718601,18509402,18509402
1,2018,20177,PFQ,Asia Pacific,0,383900,0,834814
1,2018,20100,PO,Polar Air Cargo Airways,2702434,14979008,5474104,28696165
1,2018,19687,QX,Horizon Air,0,0,0,0
1,2018,20422,SY,Sun Country Airlines d/b/a MN Airlines,3605952,5143248,8392084,11945743
1,2018,20447,U7,USA Jet Airlines Inc.,327303,342438,667469,711194
1,2018,19977,UA,United Air Lines Inc.,120886857,255982076,239129660,507943829
1,2018,20195,WI,Sky Lease Cargo,0,2131746,0,4668490
1,2018,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",21791,82388,55729,210702
1,2018,20377,X9,Omni Air International LLC,375924,3067287,802044,6347493
1,2018,20207,XP,XTRA Airways,304290,550328,687478,1495460
1,2018,20378,YV,Mesa Airlines Inc.,0,0,0,0
1,2018,20452,YX,Republic Airline,22451,22451,52500,52500
1,2018,19393,WN,Southwest Airlines Co.,161332466,163167179,315397696,319693866
2,2018,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",399309,1648225,1254933,4447217
2,2018,21352,0WQ,Avjet Corporation,22645,24526,78351,86043
2,2018,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
2,2018,21712,2HQ,Elite Airways LLC,,436099,1657337,1657337
2,2018,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,329727,329727,851317,851317
2,2018,19917,5X,United Parcel Service,35568000,61297000,70212000,122624000
2,2018,20007,5Y,Atlas Air Inc.,10087978,36373954,20195085,74424450
2,2018,19874,8C,Air Transport International,48487,721330,118249,1532210
2,2018,20363,9E,Endeavor Air Inc.,0,0,0,0
2,2018,20190,9S,Southern Air Inc.,521988,4713140,1096175,9897595
2,2018,19805,AA,American Airlines Inc.,163705922,261946387,321390510,521982273
2,2018,20453,ABX,ABX Air Inc,52160,52160,109537,109537
2,2018,19930,AS,Alaska Airlines Inc.,51844705,53190592,110131726,113227536
2,2018,20409,B6,JetBlue Airways,51031327,62754922,107836097,132609918
2,2018,21167,CP,Compass Airlines,0,0,0,0
2,2018,19790,DL,Delta Air Lines Inc.,149957685,243541538,308111950,499657381
2,2018,20366,EV,ExpressJet Airlines Inc.,0,0,0,0
2,2018,20436,F9,Frontier Airlines Inc.,18116710,20163955,35144267,39360836
2,2018,20107,FX,Federal Express Corporation,57620127,91503290,112936000,181829000
2,2018,20368,G4,Allegiant Air,14924168,14997636,32447801,32619856
2,2018,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
2,2018,20166,GFQ,Gulf And Caribbean Cargo,314756,504777,770075,1257789
2,2018,20402,GL,Miami Air International,370382,678252,963282,1763983
2,2018,19690,HA,Hawaiian Airlines Inc.,13460835,20036922,26669581,39782894
2,2018,20370,KAQ,Kalitta Air LLC,729082,4055093,1465169,8903438
2,2018,21629,KD,Western Global,303157,1930478,678656,1544768
2,2018,21634,KH,Aloha Air Cargo,397609,397609,797072,797072
2,2018,20372,KLQ,Kalitta Charters II,138216,205189,358574,540008
2,2018,20169,L2,Lynden Air Cargo Airlines,131649,204640,295503,535705
2,2018,20151,M6,Amerijet International,376567,1781504,813677,3849429
2,2018,20398,MQ,Envoy Air,0,0,0,0
2,2018,20405,N8,National Air Cargo Group Inc d/ba National Airlines,40867,857540,129227,2008610
2,2018,20108,NC,Northern Air Cargo Inc.,434555,436015,969018,972401
2,2018,20416,NK,Spirit Air Lines,27408648,29759661,59719696,64842232
2,2018,20397,OH,PSA Airlines Inc.,0,0,0,0
2,2018,20304,OO,SkyWest Airlines Inc.,7207367,7207367,16860769,16860769
2,2018,20177,PFQ,Asia Pacific,0,303623,0,703710
2,2018,20100,PO,Polar Air Cargo Airways,2179797,12413729,4433842,24666410
2,2018,19687,QX,Horizon Air,0,0,0,0
2,2018,20422,SY,Sun Country Airlines d/b/a MN Airlines,3471449,5841653,8366308,13709768
2,2018,20447,U7,USA Jet Airlines Inc.,411195,427634,819664,871143
2,2018,19977,UA,United Air Lines Inc.,113046868,235462750,225059256,475312985
2,2018,20195,WI,Sky Lease Cargo,0,1690406,0,3783985
2,2018,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",28716,61164,119183,253856
2,2018,20377,X9,Omni Air International LLC,318940,3435632,715629,6862081
2,2018,20207,XP,XTRA Airways,330777,449567,714686,1211992
2,2018,20378,YV,Mesa Airlines Inc.,0,0,0,0
2,2018,20452,YX,Republic Airline,22181,22181,53380,53380
2,2018,19393,WN,Southwest Airlines Co.,145201747,147043749,291461320,295824553
3,2018,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",841501,2539355,3111986,6194166
3,2018,21352,0WQ,Avjet Corporation,25849,27316,89438,95292
3,2018,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4608,209750,11182,509030
3,2018,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
3,2018,21712,2HQ,Elite Airways LLC,314298,314298,1090313,1090313
3,2018,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,384615,384615,1081274,1081274
3,2018,19917,5X,United Parcel Service,38682000,70495000,74536000,138440000
3,2018,20007,5Y,Atlas Air Inc.,10950720,41242595,21676080,84239598
3,2018,19874,8C,Air Transport International,40462,778307,104655,1696513
3,2018,20363,9E,Endeavor Air Inc.,0,0,0,0
3,2018,20190,9S,Southern Air Inc.,611065,5990596,1203298,12433214
3,2018,19805,AA,American Airlines Inc.,183156469,298906244,352054533,583760151
3,2018,20453,ABX,ABX Air Inc,61992,61992,125224,125224
3,2018,19930,AS,Alaska Airlines Inc.,59544847,61086840,125950923,129431305
3,2018,20409,B6,JetBlue Airways,56342861,69593014,115143298,142221682
3,2018,21167,CP,Compass Airlines,0,0,0,0
3,2018,19790,DL,Delta Air Lines Inc.,181163772,291878202,344828575,554695520
3,2018,20366,EV,ExpressJet Airlines Inc.,0,0,0,0
3,2018,20436,F9,Frontier Airlines Inc.,19201138,21438371,36023042,40488501
3,2018,20107,FX,Federal Express Corporation,63697908,102762136,121843616,200025616
3,2018,20368,G4,Allegiant Air,19325569,19458333,41147005,41449948
3,2018,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
3,2018,20166,GFQ,Gulf And Caribbean Cargo,193705,348144,450979,845278
3,2018,20402,GL,Miami Air International,464935,1011298,1163779,2531380
3,2018,19690,HA,Hawaiian Airlines Inc.,15390145,22810112,30024860,44670796
3,2018,20370,KAQ,Kalitta Air LLC,1017046,4632109,1967553,9840826
3,2018,21629,KD,Western Global,409946,976230,890349,2238830
3,2018,21634,KH,Aloha Air Cargo,426607,426607,842919,842919
3,2018,20372,KLQ,Kalitta Charters II,162599,237757,421266,611870
3,2018,20169,L2,Lynden Air Cargo Airlines,171099,183939,380955,409163
3,2018,20151,M6,Amerijet International,490507,2207192,1067782,4804826
3,2018,20398,MQ,Envoy Air,0,0,0,0
3,2018,20405,N8,National Air Cargo Group Inc d/ba National Airlines,87207,1456056,280103,3520261
3,2018,20108,NC,Northern Air Cargo Inc.,537041,559269,1133609,1173381
3,2018,20416,NK,Spirit Air Lines,30875049,33632951,64480985,70240724
3,2018,20397,OH,PSA Airlines Inc.,0,0,0,0
3,2018,20304,OO,SkyWest Airlines Inc.,8110361,8110361,18506574,18506574
3,2018,20177,PFQ,Asia Pacific,0,312777,0,744422
3,2018,20100,PO,Polar Air Cargo Airways,3130492,16963787,6131631,33119819
3,2018,19687,QX,Horizon Air,0,0,0,0
3,2018,20422,SY,Sun Country Airlines d/b/a MN Airlines,4126989,6649322,9947664,15627732
3,2018,20447,U7,USA Jet Airlines Inc.,650659,679521,1263170,1361947
3,2018,19977,UA,United Air Lines Inc.,135411162,279322735,262245488,550417287
3,2018,20195,WI,Sky Lease Cargo,38845,2109389,91478,4561330
3,2018,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",20224,46314,58402,133744
3,2018,20377,X9,Omni Air International LLC,435588,3659123,911363,7908712
3,2018,20207,XP,XTRA Airways,376436,502741,915159,1470253
3,2018,20378,YV,Mesa Airlines Inc.,0,0,0,0
3,2018,20452,YX,Republic Airline,21202,21202,48320,48320
3,2018,19393,WN,Southwest Airlines Co.,177101321,179607460,345962204,351767819
4,2018,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",360612,1119351,1094419,3486335
4,2018,21352,0WQ,Avjet Corporation,0,0,0,0
4,2018,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4730,106326,11009,335243
4,2018,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
4,2018,21712,2HQ,Elite Airways LLC,362690,362690,1512475,1512475
4,2018,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,339627,339627,924374,924374
4,2018,19917,5X,United Parcel Service,37224000,69009000,76798000,141967000
4,2018,20007,5Y,Atlas Air Inc.,11523920,42963903,23653993,89385922
4,2018,19874,8C,Air Transport International,30031,621482,84993,1349032
4,2018,20363,9E,Endeavor Air Inc.,0,0,0,0
4,2018,20190,9S,Southern Air Inc.,746246,5850792,1530117,12214298
4,2018,19805,AA,American Airlines Inc.,177072576,297784292,348977443,598772599
4,2018,20453,ABX,ABX Air Inc,163281,163281,488129,488129
4,2018,19930,AS,Alaska Airlines Inc.,59465945,60819149,132949288,136203107
4,2018,20409,B6,JetBlue Airways,57303758,70477962,124606964,153254256
4,2018,21167,CP,Compass Airlines,0,0,0,0
4,2018,19790,DL,Delta Air Lines Inc.,172728275,285819352,376793506,622668832
4,2018,20366,EV,ExpressJet Airlines Inc.,0,0,0,0
4,2018,20436,F9,Frontier Airlines Inc.,18646834,21089364,37389461,42491263
4,2018,20107,FX,Federal Express Corporation,56876696,93075082,116259221,191069221
4,2018,20368,G4,Allegiant Air,16502924,16643107,37508105,37854201
4,2018,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
4,2018,20166,GFQ,Gulf And Caribbean Cargo,212750,362500,547695,965053
4,2018,20402,GL,Miami Air International,250019,610402,670576,1637162
4,2018,19690,HA,Hawaiian Airlines Inc.,15068216,22267505,31211656,45797104
4,2018,20370,KAQ,Kalitta Air LLC,1290207,5694803,2714546,13044546
4,2018,21629,KD,Western Global,1203716,2042779,2675378,4562359
4,2018,21634,KH,Aloha Air Cargo,385347,385347,801374,801374
4,2018,20372,KLQ,Kalitta Charters II,68914,144176,200638,394987
4,2018,20169,L2,Lynden Air Cargo Airlines,163924,196223,392094,491782
4,2018,20151,M6,Amerijet International,333582,2026569,762363,4631486
4,2018,20398,MQ,Envoy Air,0,0,0,0
4,2018,20405,N8,National Air Cargo Group Inc d/ba National Airlines,56922,1044570,202399,4571284
4,2018,20108,NC,Northern Air Cargo Inc.,,,951577,970195
4,2018,20416,NK,Spirit Air Lines,30762732,33991969,67232336,74289874
4,2018,20397,OH,PSA Airlines Inc.,0,0,0,0
4,2018,20304,OO,SkyWest Airlines Inc.,7897373,7897373,18718245,18718245
4,2018,20177,PFQ,Asia Pacific,0,280011,0,642855
4,2018,20100,PO,Polar Air Cargo Airways,3054470,15277605,6373880,30555481
4,2018,19687,QX,Horizon Air,0,0,0,0
4,2018,20422,SY,Sun Country Airlines d/b/a MN Airlines,3792102,4973037,9426108,12205512
4,2018,20447,U7,USA Jet Airlines Inc.,352176,366936,725750,783633
4,2018,19977,UA,United Air Lines Inc.,137776920,278073721,280800266,569304950
4,2018,20195,WI,Sky Lease Cargo,0,1738290,0,3975420
4,2018,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",30015,52463,82257,143777
4,2018,20377,X9,Omni Air International LLC,465832,3762178,1114153,8012902
4,2018,20207,XP,XTRA Airways,180237,263082,135164,308125
4,2018,20378,YV,Mesa Airlines Inc.,0,0,0,0
4,2018,20452,YX,Republic Airline,33454,33454,81246,81246
4,2018,19393,WN,Southwest Airlines Co.,174739867,176668524,349419128,354131759
5,2018,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",336027,975540,925090,2401760
5,2018,21352,0WQ,Avjet Corporation,0,0,0,0
5,2018,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10043,129997,44204,411695
5,2018,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
5,2018,21712,2HQ,Elite Airways LLC,304165,304165,1414964,1414964
5,2018,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,338685,338685,1080815,1080815
5,2018,19917,5X,United Parcel Service,40872000,74638000,90238000,164379000
5,2018,20007,5Y,Atlas Air Inc.,12439660,46779729,28545465,107689190
5,2018,19874,8C,Air Transport International,27986,628901,92081,1635103
5,2018,20363,9E,Endeavor Air Inc.,0,0,0,0
5,2018,20190,9S,Southern Air Inc.,785893,6371833,1833948,15228319
5,2018,19805,AA,American Airlines Inc.,186850065,318954880,395581378,688107672
5,2018,20453,ABX,ABX Air Inc,196691,196691,497628,497628
5,2018,19930,AS,Alaska Airlines Inc.,62005379,63119777,148001060,150860233
5,2018,20409,B6,JetBlue Airways,59886993,72693063,140046184,169993298
5,2018,21167,CP,Compass Airlines,0,0,0,0
5,2018,19790,DL,Delta Air Lines Inc.,180873427,307656630,383353725,651070915
5,2018,20366,EV,ExpressJet Airlines Inc.,0,0,0,0
5,2018,20436,F9,Frontier Airlines Inc.,19729113,22315422,43177126,48951325
5,2018,20107,FX,Federal Express Corporation,60949705,100255770,133676000,220821000
5,2018,20368,G4,Allegiant Air,15978484,16130026,38868258,39261794
5,2018,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
5,2018,20166,GFQ,Gulf And Caribbean Cargo,185750,348074,500016,959596
5,2018,20402,GL,Miami Air International,225643,476121,674436,1423103
5,2018,19690,HA,Hawaiian Airlines Inc.,15757332,23034848,34682245,50444640
5,2018,20370,KAQ,Kalitta Air LLC,1293455,6010657,2886417,14585002
5,2018,21629,KD,Western Global,1074307,1810784,2552822,4277335
5,2018,21634,KH,Aloha Air Cargo,404001,404001,895108,895108
5,2018,20372,KLQ,Kalitta Charters II,69347,158255,206228,457823
5,2018,20169,L2,Lynden Air Cargo Airlines,231258,299886,632265,866532
5,2018,20151,M6,Amerijet International,387194,1985370,923457,4735104
5,2018,20398,MQ,Envoy Air,0,0,0,0
5,2018,20405,N8,National Air Cargo Group Inc d/ba National Airlines,15007,1155700,73617,4945720
5,2018,20108,NC,Northern Air Cargo Inc.,445143,449176,1033301,1042882
5,2018,20416,NK,Spirit Air Lines,32005287,35521961,76289755,84672314
5,2018,20397,OH,PSA Airlines Inc.,0,0,0,0
5,2018,20304,OO,SkyWest Airlines Inc.,8257547,8257547,21498760,21498760
5,2018,20177,PFQ,Asia Pacific,0,323522,0,802254
5,2018,20100,PO,Polar Air Cargo Airways,3039835,15928600,6765516,34036965
5,2018,19687,QX,Horizon Air,0,0,0,0
5,2018,20422,SY,Sun Country Airlines d/b/a MN Airlines,3643739,4096753,9998142,11039705
5,2018,20447,U7,USA Jet Airlines Inc.,459014,479620,1026332,1096211
5,2018,19977,UA,United Air Lines Inc.,145503793,296411789,316490599,647499154
5,2018,20195,WI,Sky Lease Cargo,0,2604629,0,6191757
5,2018,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",51134,78656,180704,277965
5,2018,20377,X9,Omni Air International LLC,393393,3682270,885184,9306963
5,2018,20207,XP,XTRA Airways,121365,128273,33726,66209
5,2018,20378,YV,Mesa Airlines Inc.,0,0,0,0
5,2018,20452,YX,Republic Airline,30609,30609,76833,76833
5,2018,19393,WN,Southwest Airlines Co.,179450601,181840135,379542553,385763181
6,2018,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",455832,1539466,1152212,3381208
6,2018,21352,0WQ,Avjet Corporation,0,0,0,0
6,2018,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3678,105007,11202,242284
6,2018,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
6,2018,21712,2HQ,Elite Airways LLC,462132,462132,1785814,1785814
6,2018,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,426779,426779,1228754,1228754
6,2018,19917,5X,United Parcel Service,38045000,69783000,83367000,154522000
6,2018,20007,5Y,Atlas Air Inc.,11988906,45657707,26813120,105340460
6,2018,19874,8C,Air Transport International,26307,583419,84142,1472858
6,2018,20363,9E,Endeavor Air Inc.,0,0,0,0
6,2018,20190,9S,Southern Air Inc.,844492,8715680,1909370,21029524
6,2018,19805,AA,American Airlines Inc.,192398584,327277749,414037019,715573331
6,2018,20453,ABX,ABX Air Inc,175886,175886,490722,490722
6,2018,19930,AS,Alaska Airlines Inc.,63201373,64229624,149647804,152302542
6,2018,20409,B6,JetBlue Airways,58339731,72081982,135866314,167870388
6,2018,21167,CP,Compass Airlines,0,0,0,0
6,2018,19790,DL,Delta Air Lines Inc.,190645694,325372441,414219712,705862646
6,2018,20366,EV,ExpressJet Airlines Inc.,0,0,0,0
6,2018,20436,F9,Frontier Airlines Inc.,19559991,22096787,41775934,47480031
6,2018,20107,FX,Federal Express Corporation,59105226,97780314,128130000,215034000
6,2018,20368,G4,Allegiant Air,18589560,18742682,44832095,45226365
6,2018,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
6,2018,20166,GFQ,Gulf And Caribbean Cargo,200524,343781,571097,981656
6,2018,20402,GL,Miami Air International,257916,600251,744652,1733039
6,2018,19690,HA,Hawaiian Airlines Inc.,15996680,23317519,34893933,51026183
6,2018,20370,KAQ,Kalitta Air LLC,1288732,6124625,2926777,15247945
6,2018,21629,KD,Western Global,1340108,2263773,3338364,5577478
6,2018,21634,KH,Aloha Air Cargo,385855,385855,846007,846007
6,2018,20372,KLQ,Kalitta Charters II,91082,161744,259109,449491
6,2018,20169,L2,Lynden Air Cargo Airlines,260741,297357,680842,805703
6,2018,20151,M6,Amerijet International,348060,1841354,826779,4373938
6,2018,20398,MQ,Envoy Air,0,0,0,0
6,2018,20405,N8,National Air Cargo Group Inc d/ba National Airlines,9499,1384394,39743,3805766
6,2018,20108,NC,Northern Air Cargo Inc.,532920,532920,1226285,1226285
6,2018,20416,NK,Spirit Air Lines,33039956,36629663,78670516,87217867
6,2018,20397,OH,PSA Airlines Inc.,0,0,0,0
6,2018,20304,OO,SkyWest Airlines Inc.,8108076,8108076,20726835,20726835
6,2018,20177,PFQ,Asia Pacific,0,259521,0,661072
6,2018,20100,PO,Polar Air Cargo Airways,3154774,15691536,6948780,34683172
6,2018,19687,QX,Horizon Air,0,0,0,0
6,2018,20422,SY,Sun Country Airlines d/b/a MN Airlines,4236152,5064157,11226859,13353711
6,2018,20447,U7,USA Jet Airlines Inc.,525448,584082,1163873,1370435
6,2018,19977,UA,United Air Lines Inc.,154622048,311227302,336639088,686849022
6,2018,20195,WI,Sky Lease Cargo,0,1193725,0,2852105
6,2018,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",62239,201955,144023,467330
6,2018,20377,X9,Omni Air International LLC,385818,3994567,948904,9622043
6,2018,20207,XP,XTRA Airways,0,0,0,0
6,2018,20378,YV,Mesa Airlines Inc.,0,0,0,0
6,2018,20452,YX,Republic Airline,13447,15754,35171,47214
6,2018,19393,WN,Southwest Airlines Co.,182164105,185129904,395344788,403070327
7,2018,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",282098,1092191,1086568,3694142
7,2018,21352,0WQ,Avjet Corporation,0,0,0,0
7,2018,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",34508,133734,90739,475839
